Running SLURM prolog script on red177.cluster.local
===============================================================================
Job started on Fri Jun 28 23:33:51 BST 2024
Job ID          : 6175741
Job name        : Qbert_4
WorkDir         : /mainfs/home/kv2e21/RLFromTheGround
Command         : /mainfs/home/kv2e21/RLFromTheGround/run_Qbert_4.slurm
Partition       : batch
Num hosts       : 1
Num cores       : 40
Num of tasks    : 1
Hosts allocated : red177
Job Output Follows ...
===============================================================================
Obtaining file:///mainfs/home/kv2e21/RLFromTheGround
Playing Game: Qbert
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 166.67 total_steps 1200 fps 1494.72
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 128.57 total_steps 2400 fps 1466.71
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 170.00 total_steps 3600 fps 1497.25
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 228.85 total_steps 4800 fps 1458.93
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 210.94 total_steps 6000 fps 1478.01
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 201.25 total_steps 7200 fps 1472.42
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 193.48 total_steps 8400 fps 1419.90
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 192.59 total_steps 9600 fps 1491.82
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 187.50 total_steps 10800 fps 1475.57
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 183.82 total_steps 12000 fps 1454.22
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 184.46 total_steps 13200 fps 1469.25
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 194.51 total_steps 14400 fps 1395.70
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 192.61 total_steps 15600 fps 1453.04
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 190.10 total_steps 16800 fps 1447.34
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 194.00 total_steps 18000 fps 1454.70
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 199.50 total_steps 19200 fps 1443.38
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 202.50 total_steps 20400 fps 1436.20
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 190.00 total_steps 21600 fps 1488.08
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 184.50 total_steps 22800 fps 1446.41
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 194.50 total_steps 24000 fps 1460.36
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 196.50 total_steps 25200 fps 1453.58
NStep3DQN_fc1_128_lr_1e5_game_Qbert Qbert avg score 191.50 total_steps 26400 fps 1492.03
