Running SLURM prolog script on red321.cluster.local
===============================================================================
Job started on Fri Jun 28 23:46:53 BST 2024
Job ID          : 6175747
Job name        : Qbert_1
WorkDir         : /mainfs/home/kv2e21/RLFromTheGround
Command         : /mainfs/home/kv2e21/RLFromTheGround/run_Qbert_1.slurm
Partition       : batch
Num hosts       : 1
Num cores       : 40
Num of tasks    : 1
Hosts allocated : red321
Job Output Follows ...
===============================================================================
Obtaining file:///mainfs/home/kv2e21/RLFromTheGround
Playing Game: Qbert
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 258.33 total_steps 1200 fps 878.18
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 208.33 total_steps 2400 fps 887.83
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 195.00 total_steps 3600 fps 883.27
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 196.43 total_steps 4800 fps 881.40
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 170.59 total_steps 6000 fps 890.86
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 164.29 total_steps 7200 fps 878.68
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 152.00 total_steps 8400 fps 884.17
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 162.50 total_steps 9600 fps 888.85
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 151.56 total_steps 10800 fps 885.79
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 152.78 total_steps 12000 fps 879.87
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 145.62 total_steps 13200 fps 884.71
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 139.77 total_steps 14400 fps 884.14
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 132.81 total_steps 15600 fps 885.03
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 136.00 total_steps 16800 fps 887.03
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 137.50 total_steps 18000 fps 882.03
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 136.00 total_steps 19200 fps 885.60
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 141.00 total_steps 20400 fps 881.11
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 137.50 total_steps 21600 fps 887.81
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 135.50 total_steps 22800 fps 884.94
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 142.50 total_steps 24000 fps 883.03
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 136.50 total_steps 25200 fps 885.10
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 133.50 total_steps 26400 fps 886.63
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 147.00 total_steps 27600 fps 877.80
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 144.50 total_steps 28800 fps 889.79
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 141.50 total_steps 30000 fps 887.71
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 143.00 total_steps 31200 fps 886.47
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 157.00 total_steps 32400 fps 883.27
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 154.00 total_steps 33600 fps 879.15
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 138.00 total_steps 34800 fps 883.27
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 132.50 total_steps 36000 fps 885.11
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 143.00 total_steps 37200 fps 878.96
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 144.50 total_steps 38400 fps 883.33
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 146.00 total_steps 39600 fps 884.49
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 136.00 total_steps 40800 fps 891.39
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 145.50 total_steps 42000 fps 878.40
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 148.50 total_steps 43200 fps 885.82
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 145.00 total_steps 44400 fps 880.80
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 139.00 total_steps 45600 fps 886.40
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 142.00 total_steps 46800 fps 884.67
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 149.00 total_steps 48000 fps 886.96
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 154.00 total_steps 49200 fps 879.72
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 158.00 total_steps 50400 fps 880.31
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 168.00 total_steps 51600 fps 883.67
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 158.00 total_steps 52800 fps 884.54
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 157.00 total_steps 54000 fps 887.47
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 158.00 total_steps 55200 fps 882.02
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 156.00 total_steps 56400 fps 881.19
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 163.50 total_steps 57600 fps 885.54
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 163.00 total_steps 58800 fps 888.28
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 157.50 total_steps 60000 fps 883.77
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 165.50 total_steps 61200 fps 878.02
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 177.00 total_steps 62400 fps 885.53
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 176.50 total_steps 63600 fps 888.90
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 171.50 total_steps 64800 fps 885.40
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 161.00 total_steps 66000 fps 892.97
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 157.50 total_steps 67200 fps 881.21
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 158.00 total_steps 68400 fps 882.13
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 158.00 total_steps 69600 fps 883.02
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 153.50 total_steps 70800 fps 890.47
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 150.00 total_steps 72000 fps 881.57
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 165.50 total_steps 73200 fps 887.87
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 156.00 total_steps 74400 fps 887.36
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 156.50 total_steps 75600 fps 885.16
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 159.00 total_steps 76800 fps 887.46
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 143.00 total_steps 78000 fps 881.19
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 144.50 total_steps 79200 fps 882.04
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 145.50 total_steps 80400 fps 413.78
NoisyNStep3DQN_update_target_1000_game_Qbert Qbert avg score 151.00 total_steps 81600 fps 196.23
