Running SLURM prolog script on red269.cluster.local
===============================================================================
Job started on Fri Jun 28 23:52:01 BST 2024
Job ID          : 6175758
Job name        : Phoenix_5
WorkDir         : /mainfs/home/kv2e21/RLFromTheGround
Command         : /mainfs/home/kv2e21/RLFromTheGround/run_Phoenix_5.slurm
Partition       : batch
Num hosts       : 1
Num cores       : 40
Num of tasks    : 1
Hosts allocated : red269
Job Output Follows ...
===============================================================================
Obtaining file:///mainfs/home/kv2e21/RLFromTheGround
Playing Game: Phoenix
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 240.00 total_steps 2400 fps 1930.80
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 240.00 total_steps 3600 fps 2125.34
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 462.50 total_steps 4800 fps 2060.24
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 666.00 total_steps 6000 fps 2042.00
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 874.29 total_steps 7200 fps 2007.98
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 987.50 total_steps 8400 fps 2022.58
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 864.00 total_steps 9600 fps 2105.14
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 952.73 total_steps 10800 fps 2012.15
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 896.67 total_steps 12000 fps 2091.42
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 896.67 total_steps 13200 fps 2137.28
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 861.43 total_steps 14400 fps 2065.13
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 861.43 total_steps 15600 fps 2168.69
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 832.00 total_steps 16800 fps 2144.71
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 832.00 total_steps 18000 fps 2125.06
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 832.00 total_steps 19200 fps 2136.20
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 832.00 total_steps 20400 fps 2175.49
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 832.00 total_steps 21600 fps 2180.55
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 832.00 total_steps 22800 fps 2180.62
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 817.50 total_steps 24000 fps 2086.86
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 832.35 total_steps 25200 fps 2021.74
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 841.11 total_steps 26400 fps 2042.63
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 841.11 total_steps 27600 fps 2166.66
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 858.95 total_steps 28800 fps 2077.34
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 858.95 total_steps 30000 fps 2154.40
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 840.00 total_steps 31200 fps 2118.12
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 949.52 total_steps 32400 fps 1987.85
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 929.09 total_steps 33600 fps 2139.57
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 881.67 total_steps 34800 fps 2103.08
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 864.00 total_steps 36000 fps 2166.28
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 846.92 total_steps 37200 fps 2089.89
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 828.15 total_steps 38400 fps 2148.37
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 813.57 total_steps 39600 fps 2147.63
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 792.41 total_steps 40800 fps 2145.40
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 784.00 total_steps 42000 fps 2154.72
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 763.75 total_steps 43200 fps 2082.28
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 750.30 total_steps 44400 fps 2162.30
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 776.76 total_steps 45600 fps 2048.59
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 745.28 total_steps 46800 fps 2126.27
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 745.28 total_steps 48000 fps 2153.48
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 787.63 total_steps 49200 fps 2019.90
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 773.59 total_steps 50400 fps 2136.49
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 773.59 total_steps 51600 fps 2186.62
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 759.25 total_steps 52800 fps 2086.26
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 774.88 total_steps 54000 fps 2129.32
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 774.88 total_steps 55200 fps 2193.40
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 757.44 total_steps 56400 fps 2085.51
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 757.44 total_steps 57600 fps 2235.14
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 757.44 total_steps 58800 fps 2170.41
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 760.00 total_steps 60000 fps 2055.96
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 751.06 total_steps 61200 fps 2140.97
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 751.06 total_steps 62400 fps 2170.29
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 751.06 total_steps 63600 fps 2181.98
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 758.78 total_steps 64800 fps 2048.37
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 757.20 total_steps 66000 fps 2097.19
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 760.40 total_steps 67200 fps 2117.70
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 747.80 total_steps 68400 fps 2139.84
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 749.40 total_steps 69600 fps 2150.02
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 749.20 total_steps 70800 fps 2046.23
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 748.00 total_steps 72000 fps 2130.09
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 748.00 total_steps 73200 fps 2094.47
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 761.00 total_steps 74400 fps 2142.77
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 728.60 total_steps 75600 fps 2228.25
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 756.60 total_steps 76800 fps 2111.25
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 759.00 total_steps 78000 fps 2095.12
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 729.40 total_steps 79200 fps 2128.11
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 717.00 total_steps 80400 fps 711.92
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 729.40 total_steps 81600 fps 301.63
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 729.40 total_steps 82800 fps 253.85
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 725.00 total_steps 84000 fps 221.46
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 717.00 total_steps 85200 fps 219.12
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 705.20 total_steps 86400 fps 244.10
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 676.60 total_steps 87600 fps 213.04
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 676.60 total_steps 88800 fps 214.30
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 676.60 total_steps 90000 fps 205.78
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 626.60 total_steps 91200 fps 215.88
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 626.60 total_steps 92400 fps 195.73
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 626.60 total_steps 93600 fps 204.95
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 627.80 total_steps 94800 fps 187.29
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 633.00 total_steps 96000 fps 170.21
NStep3DQN_lr_1e5_update_target_1000_game_Phoenix Phoenix avg score 643.60 total_steps 97200 fps 224.67
